字词索引,参见,词条,繁体异体,拼音,部首,笔画,结构,字级,释义
潜,,潜,[潛],qián,氵,15,左右,一级字,❶潜水，在水下面活动。《诗经·小雅·鹤鸣》：“鱼～在渊，或在于渚。”谢灵运《江妃赋》：“或～泳浮海。”//❷隐藏，隐蔽。《荀子·议兵》：“窥敌观变，欲～以深。”//❸偷偷地，秘密地。《左传·僖公三十二年》：“若～师以来，国可得也。”《三国志·魏书·武帝纪》：“～以舟载兵入渭。”（以：用。渭：渭水。）//❹深，深处。班固《答宾戏》：“颜～乐于箪瓢，孔终篇于西狩。”（颜：颜回。孔：孔子。）韩愈《苦寒》诗：“虎豹僵穴中，蛟螭死幽～。”//❺专一，潜心。江淹《知己赋》：“～志百氏，沉神六经。”
谴,,谴,[譴],qiǎn,讠,15,左右,一级字,❶责备，谴责。《战国策·东周策》：“太卜～之曰。”（太卜：官名。）任昉《齐竟陵文宣王行状》：“此天～也，无所改修。”//[谴告]//上天降下灾异警告人君。《后汉书·孝桓帝纪》：“灾异日食，～～累至。”//〖引〗贬谪。韦嗣立《奉和张岳州王潭州别诗序》：“后承朝～，各自东西。”（承：受。）//❷罪过（后起意义）。《新唐书·张廷珪传》：“御史有～，当杀杀之，不可辱也。”
燂,,燂,,qián,火,16,左右,,烧热。《礼记·内则》：“五日则～汤请浴。”//〖又〗烤烂。《周礼·考工记·弓人》：“撟角欲孰于火而无～。”（孰：熟。）
缱,,缱,[繾],qiǎn,纟,16,左右,二级字,[缱绻（quǎn）]//牢固不离。《诗经·大雅·民劳》：“无纵诡随，以谨～～。”//感情深厚缠绵。白居易《寄元九》诗：“岂是贪衣食，感君心～～。”//男女幽会。陆游《避暑漫抄》：“不过执衣侍膳，未尝得一～～。”
褰,,褰,,qiān,宀,16,上中下,二级字,❶套裤。《左传·昭公二十五年》：“征～与襦。”（征：取。襦：短袄。）//❷提起（衣裳）。《诗经·郑风·褰裳》：“子惠思我，～裳涉溱。”//〖引〗揭起，撩起。李商隐《行次西郊作》诗：“珠帘亦高～。”这个意义后来写作“攐”。//❸张开，散开。孙绰《游天台山赋》：“尔乃羲和亭午，游气高～。”//❹断绝。陆机《拟行行重行行》：“惊飚～反信，归云难寄音。”
黔,,黔,,qián,黑,16,左右,一级字,❶黑色。《左传·襄公十七年》：“泽门之晳，实兴我役；邑中之～，实慰我心。”马融《广成颂》：“鸷（zhì）兽毅虫，倨牙～口。”（鸷兽：凶猛的兽。倨：弯曲的。）//[黔首]//平民。《史记·李斯列传》：“夫斯乃上蔡布衣，闾巷之～～。”//〖引〗变黑，染黑。沈括《梦溪笔谈》卷一：“渴则饮砚水，人人皆～其吻。”//❷古地名。秦时置黔中郡，唐代置黔中道，辖境在今贵州大部分和四川一部分。柳宗元《三戒·黔之驴》：“～无驴，有好事者船载以入。”成语有“黔驴技穷”。
蹇,,蹇㈡,,qiān,宀,17,上中下,二级字,❶通“褰”。提起。《庄子·山木》：“～裳躩步，执弹而留之。”//❷通“搴”。拔取。《管子·四时》：“毋～华绝芋。”
欠,,欠,,qiàn,欠,4,上下,一级字,❶呵欠，疲倦时张口出气。《仪礼·士相见礼》：“君子～伸，问日之早晏。”//❷亏欠（后起意义）。《旧唐书·宣宗纪》：“今后凡隐盗～负，请如官典犯赃例处分。”（欠负：指亏欠财物。）//〖又〗缺少，不足。陆游《老学庵笔记》卷一：“甚妙，但似～四字耳。”//❸欠身，将身体略微抬起前伸（后起意义）。《宋史·赵普传》：“太祖～伸徐起。”
仟,,仟,,qiān,亻,5,左右,二级字,❶古代军中千人之长。《史记·陈涉世家》：“蹑足行伍之间，俯仰～佰之中。”//❷指千钱。《汉书·食货志》：“商贾……亡农夫之苦，有～佰之得。”//❸[仟佰（mò）]//田间小路。《汉书·地理志下》：“孝公用商君……开～～，东雄诸侯。”//❹墓道。《汉书·原涉传》：“京兆尹曹氏葬茂陵，民谓其道为‘京兆～’。”//❺[仟仟]//草木茂盛的样子。潘岳《在怀县作》诗之一：“稻栽肃～～，黍苗何离离。”//❻[仟眠]//通“芊眠”。草木丛生的样子。《楚辞·九思·悼乱》：“雚苇兮～～。”//昏暗不明的样子。《楚辞·九怀·通路》：“远望兮～～，闻雷兮阗阗。”
阡,,阡,,qiān,阝左,5,左右,二级字,❶田间南北方向的小路。泛指田间小路。潘岳《藉田赋》：“遐～绳直，迩陌如矢。”//〖引〗道路。沈约《宿东园》诗：“野径既盘纡，荒～亦交互。”//❷指田野。柳宗元《田家》诗之一：“驱牛向东～。”//[阡陌]//田间小路。南北方向叫“阡”，东西方向叫“陌”。《史记·商君列传》：“开～～封疆。”（封疆：疆界。）//田野。江淹《杂体诗·陶徵君》：“苗生满～～。”//❸墓道，坟墓。欧阳修《泷冈阡表》：“其子修始克表于其～。”（克：能够。）//❹[阡阡]//草木茂盛的样子。萧纲《南郊颂序》：“郁郁～～。”（郁郁：茂盛的样子。）
伣,,伣,[俔],qiàn,亻,6,左右,三级字,❶譬如，好比。《诗经·大雅·大明》：“大邦有子，～天之妹。”//❷船上用来测风的羽毛。《淮南子·齐俗》：“譬若～之见风也，无须臾之间定矣。”
芊,,芊,,qiān,艹,6,上下,二级字,❶[芊芊]//草木茂盛的样子。宋玉《高唐赋》：“仰视山巅，肃何～～。”//❷[芊眠、芊绵]//茂密繁盛的样子。陆机《文赋》：“或藻思绮合，清丽～眠。”谢灵运《山居赋》：“孤岸竦秀，长洲～绵。”
迁,,迁,[遷],qiān,辶,6,半包围,一级字,❶迁移，迁徙。《诗经·小雅·伐木》：“出自幽谷，～于乔木。”《史记·秦始皇本纪》：“～其民于临洮。”（临洮：地名。）//〖引〗变更，变动。《韩非子·五蠹》：“主施赏不～，行诛无赦。”//❷调动官职。一般是升官。《管子·禁藏》：“夏赏五德，满爵禄，～官位。”《史记·屈原贾生列传》：“孝文帝说之，超～，一岁中至太中大夫。”（说：悦。一岁：一年。）//〖又〗贬官，降职。柳宗元《哭连州凌员外司马》诗：“出守乌江浒，老～湟水湄。”成语有“迁客骚人”。//[左迁]//贬官，降职。《三国志·魏书·卢毓传》：“心犹恨之，遂～～毓。”//❸放逐，流放。《尚书·皋陶谟》：“何忧乎驩兜，何～乎有苗。”柳宗元《封建论》：“然后掩捕而～之。”（然后才能逮捕流放他们。）//【辨析】//迁，徙。见440页“徙”字。
佥,,佥,[僉],qiān,人,7,上下,二级字,❶都，皆。《尚书·舜典》：“～曰：伯禹作司空。”//❷众人的，大家的。白居易《除裴垍中书侍郎同平章事制》：“宜登中枢，以副～望。”（中枢：指中央政府机关。副：符合。）//❸通“签”。签名。周密《志雅堂杂抄·图画碑帖》：“凡枢密院官皆只押字，不～名。”
汧,,汧,,qiān,氵,7,左右,三级字,❶河水溢出而成的沼泽。《列子·黄帝》：“～水之潘为渊。”//❷水名。即今陕西千河，渭河支流。《竹书纪年·周平王》：“十年，秦还于～、渭。”
浅,,浅㈡,[淺],qiǎn,氵,8,左右,一级字,❶水浅。与“深”相对。《诗经·邶风·匏有苦叶》：“深则厉，～则揭。”（厉：不脱衣服渡水。揭：提起衣服过河。）//〖又〗学识浅。《荀子·非相》：“知行～薄。”//〖引〗道理浅显，明白易懂。《论衡·自纪》：“何以为辩？喻深以～。”//❷时间短。贾谊《过秦论》：“施及孝文王、庄襄王，享国之日～。”（施：延续。享国：指封建君主在位。）//〖又〗尺寸短小。《管子·幼官》房玄龄注：“倮兽，谓～毛之兽，虎豹之属。”白居易《钱塘湖春行》诗：“乱花渐欲迷人眼，～草才能没马蹄。”//❸分量轻，颜色浅。李贺《后园凿井歌》：“水声繁，弦声～。”张华《鹪鹩赋》：“色～体陋，不为人用。”//❹狭窄，小。《管子·八观》：“国地小而食地～也。”钱起《赋得浦口望斜月》：“动摇生～浪，明灭照寒沙。”
前,,前,,qián,丷,9,上下,一级字,❶向前，前进。《战国策·齐策四》：“齐宣王见颜斶，曰：‘斶～！’斶亦曰：‘王～！’”（颜斶：人名。）《史记·魏其武安侯列传》：“及出壁门，莫敢～。”（及：到。壁：营垒。）成语有“勇往直前”。//〖引〗导引。《仪礼·士虞礼》：“祝～尸出户，踊如初。”//❷方位在正面的、前面的。与“后”相对。《论语·子罕》：“瞻之在～，忽焉在后。”辛弃疾《清平乐·独宿博山王氏菴》：“眼～万里江山。”//❸时间在先前的、过去的。与“后”相对。《商君书·更法》：“～世不同教，何古之法?”（法：效法。）//❹预先。《礼记·中庸》：“事～定则不困。”
牵,,牵㈠,[牽],qiān,大,9,上中下,一级字,❶拉，牵引向前。《孟子·梁惠王上》：“有～牛而过堂下者。”//❷连累，连带。元结《招陶别驾家阳华作》诗：“无或毕婚嫁，竟为俗务～。”（无或：指不要。毕：完毕。）//〖引〗引发。王安石《与微之同赋梅花得香字三首》之二：“少陵为尔～诗兴，可是无心赋海棠。”//❸拘束，拘泥。《吕氏春秋·离俗》：“不漫于利，不～于执。”《史记·六国年表》：“学者～于所闻。”//❹指牛、羊、猪等。《左传·僖公三十三年》：“吾子淹久于敝邑，唯是脯资饩～竭矣。”
牵,,牵㈡,[牽],qiàn,大,9,上中下,一级字,纤绳。高启《赠杨荥阳》诗：“渡河自撑篙，水急船断～。”这个意义后来写作“縴”，现简化为“纤”。
茜,,茜,,qiàn,艹,9,上下,二级字,又写作“蒨”。草名。根可做红色染料。《史记·货殖列传》：“若千亩卮～，千畦姜韭，此其人皆与千户侯等。”//〖引〗大红色。白居易《城东闲行因题尉迟司业水阁》诗：“病乘篮舆出，老著～衫行。”
钤,,钤,[鈐],qián,钅,9,左右,二级字,❶车辖。车轴头上用以卡住车轮的键。《玉篇·金部》：“钤……车辖也。”//〖引〗管束，钳制。吕温《京兆韦府君神道碑》：“智～豪右。”//〖引〗钳刀，刀。《资治通鉴·齐武帝永明五年》：“诏尽出……内库弓矢刀～十分之八。”//❷锁。《隋书·天文志中》：“房星……北二小星……房之～键，天之管籥。”//古代“钤”没有“印章”的意义。
傔,,傔,,qiàn,,,,,❶满足。《吕氏春秋·知士》：“刬而类，揆吾家，苟可以～剂貌辨者，吾无辞为也。”（揆：揆度。剂貌辨：人名。）//❷侍从，仆役。《旧唐书·裴度传》：“已杀其二～，悟救之获免。”（悟：人名。）//[傔从]//侍从。《旧唐书·封常清传》：“每出军，奏～～三十余人。”
掔,,掔㈠,,qiān,,,,,❶坚固，牢固。《墨子·迎敌祠》：“令命昏纬狗纂马，～纬。”（纬：束。）//〖引〗坚守，坚持。岳飞《御书屯田三事跋》：“～申商之法术。”//❷通“牵”。拉，牵引向前。《史记·郑世家》：“郑襄公肉袒～羊以迎。”//❸除去。《庄子·徐无鬼》：“君将黜嗜欲，～好恶，则耳目病矣。”
揵,,揵㈡,,qián,,,,,❶举起，扬起。《史记·司马相如列传》：“～鳍擢尾，振鳞奋翼。”//❷竖立。《后汉书·冯衍传》：“～六枳而为篱兮，筑蕙若而为室。”//❸掮，用肩扛。《后汉书·舆服志上》：“～弓韣九鞬。”
攓,,攓,,qiān,,,,,❶取。《庄子·至乐》：“列子行食于道……～蓬而指之。”《淮南子·俶真》：“擢拔吾性，～取吾情。”//❷简慢。《淮南子·齐俗》：“望我而笑，是～也。”//❸通“攐”。用手提（衣）。《淮南子·人间》：“江水之始出于岷山也，可～衣而越也。”
跄,,跄㈠,[蹌],qiāng,𧾷,11,左右,二级字,步伐从容有节奏。《诗经·齐风·猗嗟》：“美目扬兮，巧趋～兮。”//[跄跄]//步伐从容而有节奏的样子。《诗经·大雅·公刘》：“～～济济，俾筵俾几。”
跄,,跄㈡,[蹌],qiàng,𧾷,11,左右,二级字,[跄踉（liàng）]//走路不稳的样子（后起意义）。刘弇《赠贾仲武》诗：“绝倒顿足争～～，罢去追惜成悢悢。”成语有“踉踉跄跄”。
强,,强㈡,[強、彊],qiáng,弓,12,左右,一级字,❶弓有力。《战国策·韩策一》：“天下之～弓劲弩皆自韩出。”杜甫《前出塞》诗：“挽弓当挽～，用箭当用长。”//❷强大，强盛。与“弱”相对。《盐铁论·非鞅》：“秦任商君，国以富～。”（以：因此。）//〖又〗加强，增强。《荀子·天论》：“～本而节用，则天不能贫。”（本：指农业。）李斯《谏逐客书》：“～公室，杜私门。”//〖又〗坚强，坚定。《墨子·修身》：“志不～者智不达。”//❸有余，略多。《木兰诗》：“赏赐百千～。”//〖又〗超过，胜过。《史记·平原君虞卿列传》：“毛先生以三寸之舌，～于百万之师。”//❹[强葆]//婴儿的包裹。《史记·鲁周公世家》：“成王少，在～～之中。”（少：小。）//❺[强御]//强暴。《诗经·大雅·烝民》：“不侮矜（guān）寡，不畏～～。”（矜：通“鳏”。年老无妻的人。）
